Player,Year,Pos,PPG,APG,RPG,BPG,SPG,PER,TS%,Score,Label
Lauri Markkanen,2018,PF,15.191176470588236,1.161764705882353,7.470588235294118,0.5882352941176471,0.5735294117647058,15.6,0.552,8.562847058823527,Reserva
Jarell Martin,2018,PF,7.739726027397261,1.0,4.3561643835616435,0.6712328767123288,0.5342465753424658,10.5,0.516,4.9402986301369864,Reserva
Frank Mason III,2018,PG,7.9423076923076925,2.826923076923077,2.5,0.19230769230769232,0.6538461538461539,13.0,0.48,4.973,Reserva
Mangok Mathiang,2018,C,2.0,0.0,2.5,0.0,0.25,18.0,0.538,2.9769,Reserva
Wesley Matthews,2018,SF,12.73015873015873,2.7301587301587302,3.142857142857143,0.25396825396825395,1.2063492063492063,11.4,0.541,6.357750793650793,Reserva
Luc Mbah a Moute,2018,PF,7.540983606557377,0.9016393442622951,3.0491803278688523,0.4098360655737705,1.180327868852459,10.3,0.595,4.635647540983607,Reserva
James Michael McAdoo,2018,PF,2.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,0.0,7.4,0.508,2.127466666666667,Reserva
Patrick McCaw,2018,SG,4.017543859649122,1.4210526315789473,1.4385964912280702,0.17543859649122806,0.7543859649122807,7.4,0.477,2.659454385964912,Reserva
CJ McCollum,2018,SG,21.382716049382715,3.3580246913580245,3.962962962962963,0.43209876543209874,0.9506172839506173,17.0,0.536,9.124587654320987,Reserva
T.J. McConnell,2018,PG,6.2894736842105265,3.986842105263158,2.973684210526316,0.17105263157894737,1.2105263157894737,12.5,0.545,4.897263157894737,Reserva
Erik McCree,2018,SF,0.0,0.0,0.25,0.0,0.25,-8.9,0.0,-1.26,Reserva
Chris McCullough,2018,PF,2.4210526315789473,0.21052631578947367,1.3157894736842106,0.2631578947368421,0.0,15.8,0.478,3.4335894736842105,Reserva
Doug McDermott,2018,SF,7.777777777777778,0.9753086419753086,2.4691358024691357,0.19753086419753085,0.2345679012345679,10.4,0.579,4.48827037037037,Reserva
JaVale McGee,2018,C,4.769230769230769,0.5076923076923077,2.6,0.8769230769230769,0.3230769230769231,22.3,0.641,4.215126923076923,Reserva
Rodney McGruder,2018,SG,5.055555555555555,0.9444444444444444,1.8333333333333333,0.16666666666666666,0.4444444444444444,12.0,0.595,3.453944444444444,Reserva
Trey McKinney-Jones,2018,SG,0.0,0.0,0.0,0.0,0.0,0.0,,,Reserva
Alfonzo McKinnie,2018,SF,1.5,0.07142857142857142,0.5,0.07142857142857142,0.07142857142857142,10.1,0.643,2.143585714285714,Reserva
Ben McLemore,2018,SG,7.535714285714286,0.9107142857142857,2.482142857142857,0.26785714285714285,0.6785714285714286,9.7,0.526,3.710278571428571,Reserva
Josh McRoberts,2018,PF,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,-1.875,Reserva
Jodie Meeks,2018,SG,6.324675324675325,0.9090909090909091,1.6363636363636365,0.05194805194805195,0.37662337662337664,12.4,0.548,3.8141506493506494,Reserva
Salah Mejri,2018,C,3.5081967213114753,0.5737704918032787,4.032786885245901,1.098360655737705,0.36065573770491804,17.8,0.644,3.998265573770492,Reserva
Jordan Mickey,2018,PF,4.043478260869565,0.391304347826087,3.5217391304347827,0.43478260869565216,0.2608695652173913,10.6,0.515,3.6284565217391305,Reserva
Khris Middleton,2018,SF,20.146341463414632,4.0,5.2317073170731705,0.25609756097560976,1.451219512195122,17.4,0.577,9.928675609756096,Reserva
C.J. Miles,2018,SF,9.985714285714286,0.7857142857142857,2.1714285714285713,0.3,0.5285714285714286,13.0,0.545,5.517357142857143,Reserva
Darius Miller,2018,SF,7.7682926829268295,1.353658536585366,2.0,0.2073170731707317,0.34146341463414637,9.3,0.617,4.242065853658536,Reserva
Malcolm Miller,2018,SF,2.533333333333333,0.2,1.0,0.13333333333333333,0.06666666666666667,8.9,0.638,2.3788,Reserva
Patty Mills,2018,PG,9.987804878048781,2.792682926829268,1.8780487804878048,0.13414634146341464,0.6707317073170732,11.8,0.558,5.300190243902438,Reserva
Paul Millsap,2018,PF,14.605263157894736,2.763157894736842,6.447368421052632,1.1578947368421053,1.0263157894736843,17.0,0.549,8.494373684210526,Reserva
Nikola MirotiÄ,2018,PF,15.618181818181819,1.4545454545454546,7.363636363636363,0.7090909090909091,0.8,18.7,0.577,9.171790909090909,Reserva
Donovan Mitchell,2018,SG,20.455696202531644,3.6835443037974684,3.7468354430379747,0.34177215189873417,1.4936708860759493,16.7,0.541,8.962264556962024,Reserva
Naz Mitrou-Long,2018,SG,3.0,0.0,0.0,0.0,0.0,133.8,1.5,20.97,Superstar
Malik Monk,2018,SG,6.682539682539683,1.4444444444444444,1.0476190476190477,0.14285714285714285,0.31746031746031744,10.2,0.477,3.753890476190476,Reserva
Greg Monroe,2018,C,10.27450980392157,2.235294117647059,6.862745098039215,0.45098039215686275,0.8627450980392157,21.2,0.598,6.376370588235294,Reserva
Luis Montero,2018,SG,0.0,0.0,1.0,0.0,0.0,-15.5,0.0,-2.3249999999999997,Reserva
Ben Moore,2018,PF,0.0,0.5,0.5,0.0,0.0,-2.3,,,Reserva
E'Twaun Moore,2018,SG,12.463414634146341,2.2804878048780486,2.902439024390244,0.14634146341463414,0.9634146341463414,12.1,0.593,5.788324390243902,Reserva
Eric Moreland,2018,PF,2.1343283582089554,1.164179104477612,4.149253731343284,0.7611940298507462,0.4626865671641791,13.9,0.531,3.730637313432836,Reserva
Jaylen Morris,2018,SG,4.666666666666667,1.1666666666666667,2.6666666666666665,0.16666666666666666,0.3333333333333333,6.5,0.438,2.5938000000000003,Reserva
Marcus Morris,2018,PF,13.592592592592593,1.3333333333333333,5.351851851851852,0.2222222222222222,0.6481481481481481,14.5,0.541,7.464285185185185,Reserva
Markieff Morris,2018,PF,11.520547945205479,1.9452054794520548,5.602739726027397,0.5205479452054794,0.7671232876712328,13.2,0.566,6.742079452054794,Reserva
Monte Morris,2018,PG,3.3333333333333335,2.3333333333333335,0.6666666666666666,0.0,1.0,27.1,0.727,5.7877,Reserva
Johnathan Motley,2018,PF,8.727272727272727,0.6363636363636364,4.454545454545454,0.18181818181818182,0.2727272727272727,17.2,0.55,6.189545454545454,Reserva
Timofey Mozgov,2018,C,4.225806451612903,0.3548387096774194,3.161290322580645,0.41935483870967744,0.16129032258064516,12.3,0.617,3.1592370967741936,Reserva
Emmanuel Mudiay,2018,PG,8.640625,3.21875,2.375,0.171875,0.640625,11.5,0.474,5.05911875,Reserva
Shabazz Muhammad,2018,SF-SG,4.976744186046512,0.32558139534883723,1.7674418604651163,0.06976744186046512,0.20930232558139536,15.4,0.51,3.719139534883721,Reserva
Xavier Munford,2018,SG,0.5,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,-2.1,0.218,0.06513333333333328,Reserva
Dejounte Murray,2018,PG,8.074074074074074,2.8518518518518516,5.666666666666667,0.38271604938271603,1.1975308641975309,15.1,0.485,5.330166666666666,Reserva
Jamal Murray,2018,PG,16.691358024691358,3.382716049382716,3.6666666666666665,0.345679012345679,0.9753086419753086,16.1,0.576,7.82939012345679,Reserva
Mike Muscala,2018,C,7.6415094339622645,0.9622641509433962,4.339622641509434,0.5094339622641509,0.5849056603773585,14.4,0.597,4.427397169811321,Reserva
Abdel Nader,2018,SF,3.0416666666666665,0.5416666666666666,1.4791666666666667,0.20833333333333334,0.3125,5.1,0.439,2.0693166666666665,Reserva
Larry Nance Jr.,2018,C,8.681818181818182,1.2424242424242424,6.848484848484849,0.5757575757575758,1.3333333333333333,20.2,0.605,5.985098484848485,Reserva
Shabazz Napier,2018,PG,8.702702702702704,2.027027027027027,2.2972972972972974,0.1891891891891892,1.0945945945945945,14.2,0.544,5.069535135135135,Reserva
Jameer Nelson,2018,PG,4.94,3.58,2.08,0.08,0.54,8.1,0.489,3.7519,Reserva
Raul Neto,2018,PG,4.463414634146342,1.829268292682927,1.1951219512195121,0.0975609756097561,0.3170731707317073,11.9,0.55,3.59609756097561,Reserva
Georges Niang,2018,PF,1.0,0.3333333333333333,1.0,0.0,0.2222222222222222,9.2,0.379,1.940122222222222,Reserva
Joakim Noah,2018,C,1.7142857142857142,0.5714285714285714,2.0,0.2857142857142857,0.2857142857142857,15.6,0.51,2.5997857142857144,Reserva
Nerlens Noel,2018,C,4.366666666666666,0.6666666666666666,5.6,0.7333333333333333,1.0333333333333334,16.2,0.558,4.384566666666666,Reserva
Lucas Nogueira,2018,C,2.489795918367347,0.4489795918367347,1.7755102040816326,0.8775510204081632,0.46938775510204084,17.3,0.661,3.0130500000000002,Reserva
Dirk Nowitzki,2018,C,12.03896103896104,1.5584415584415585,5.688311688311688,0.5844155844155844,0.5584415584415584,16.7,0.575,5.95913961038961,Reserva
Frank Ntilikina,2018,PG,5.935897435897436,3.2051282051282053,2.269230769230769,0.23076923076923078,0.8333333333333334,7.0,0.437,3.6994692307692305,Reserva
Jusuf NurkiÄ,2018,C,14.329113924050633,1.8101265822784811,8.962025316455696,1.4050632911392404,0.810126582278481,19.2,0.528,7.852096202531645,Reserva
David Nwaba,2018,SG,7.928571428571429,1.4857142857142858,4.6571428571428575,0.4142857142857143,0.8428571428571429,12.2,0.542,4.386342857142857,Reserva
Johnny O'Bryant,2018,PF,4.75,0.3888888888888889,2.5833333333333335,0.16666666666666666,0.25,11.9,0.47,3.8153333333333332,Reserva
Royce O'Neale,2018,SF,4.971014492753623,1.3768115942028984,3.420289855072464,0.2318840579710145,0.5217391304347826,10.8,0.54,3.9247246376811593,Reserva
Kyle O'Quinn,2018,C,7.142857142857143,2.051948051948052,6.103896103896104,1.2727272727272727,0.4675324675324675,20.0,0.625,5.609172077922079,Reserva
Semi Ojeleye,2018,PF,2.671232876712329,0.273972602739726,2.2054794520547945,0.0547945205479452,0.2876712328767123,4.6,0.473,2.0140123287671234,Reserva
Emeka Okafor,2018,C,4.384615384615385,0.3076923076923077,4.615384615384615,0.9615384615384616,0.3076923076923077,16.4,0.545,4.1691730769230775,Reserva
Jahlil Okafor,2018,C,6.285714285714286,0.42857142857142855,3.0357142857142856,0.6428571428571429,0.10714285714285714,15.3,0.584,3.8877714285714284,Reserva
Victor Oladipo,2018,SG,23.133333333333333,4.306666666666667,5.2,0.76,2.36,23.1,0.577,10.813366666666667,Role Player
Kelly Olynyk,2018,PF,11.473684210526315,2.723684210526316,5.671052631578948,0.4605263157894737,0.8157894736842105,17.8,0.612,7.435147368421053,Reserva
Chinanu Onuaku,2018,C,4.0,1.0,4.0,0.0,0.0,-3.2,0.4,1.7,Reserva
Cedi Osman,2018,SF,3.901639344262295,0.6721311475409836,1.9672131147540983,0.04918032786885246,0.36065573770491804,11.0,0.577,3.312618032786885,Reserva
Kelly Oubre Jr.,2018,SF,11.765432098765432,1.2098765432098766,4.481481481481482,0.43209876543209874,0.9876543209876543,11.9,0.534,6.406301234567901,Reserva
Zaza Pachulia,2018,C,5.405797101449275,1.5797101449275361,4.6521739130434785,0.2463768115942029,0.5507246376811594,17.0,0.612,4.26900579710145,Reserva
Marcus Paige,2018,PG,2.4,0.6,0.8,0.0,0.0,9.1,0.403,2.2153,Reserva
Georgios Papagiannis,2018,C,2.1176470588235294,0.5294117647058824,2.176470588235294,0.35294117647058826,0.23529411764705882,12.2,0.429,2.4061558823529414,Reserva
Jabari Parker,2018,PF,12.612903225806452,1.903225806451613,4.870967741935484,0.3225806451612903,0.8064516129032258,17.1,0.55,7.490967741935483,Reserva
Tony Parker,2018,PG,7.654545454545454,3.5454545454545454,1.7272727272727273,0.01818181818181818,0.509090909090909,12.7,0.498,5.109345454545454,Reserva
Chandler Parsons,2018,SF,7.888888888888889,1.9166666666666667,2.5,0.3055555555555556,0.5,13.6,0.578,5.045022222222222,Reserva
Patrick Patterson,2018,PF,3.8780487804878048,0.6951219512195121,2.3536585365853657,0.2804878048780488,0.5853658536585366,10.0,0.555,3.2762317073170726,Reserva
Justin Patton,2018,C,2.0,0.0,0.0,0.0,1.0,19.8,0.5,2.4050000000000002,Reserva
Brandon Paul,2018,SG,2.296875,0.578125,1.0625,0.109375,0.390625,7.4,0.504,1.9369625000000001,Reserva
Chris Paul,2018,PG,18.637931034482758,7.879310344827586,5.396551724137931,0.2413793103448276,1.6551724137931034,24.4,0.604,11.137641379310343,Role Player
Adreian Payne,2018,PF,4.2,0.0,1.8,0.0,0.4,18.8,0.831,4.5630999999999995,Reserva
Cameron Payne,2018,PG,8.84,4.52,2.76,0.36,1.04,14.0,0.498,5.9418,Reserva
Elfrid Payton,2018,PG,12.65079365079365,6.238095238095238,4.349206349206349,0.3492063492063492,1.3174603174603174,16.5,0.538,7.874831746031746,Reserva
Gary Payton II,2018,PG,3.0,0.9130434782608695,1.9130434782608696,0.13043478260869565,0.30434782608695654,9.8,0.443,2.5838652173913044,Reserva
Kendrick Perkins,2018,C,3.0,2.0,1.0,0.0,1.0,8.4,0.521,1.7660500000000001,Reserva
London Perrantes,2018,PG,0.5,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.7,0.23,0.378,Reserva
Alec Peters,2018,PF,4.1,0.6,1.85,0.1,0.1,10.7,0.523,3.277299999999999,Reserva
Marshall Plumlee,2018,C,1.75,0.25,2.125,0.125,0.0,10.9,0.697,2.1436,Reserva
Mason Plumlee,2018,C,7.081081081081081,1.9189189189189189,5.405405405405405,1.0945945945945945,0.6621621621621622,16.9,0.586,5.030786486486487,Reserva
Miles Plumlee,2018,C,4.3090909090909095,0.8181818181818182,4.1454545454545455,0.5454545454545454,0.3090909090909091,10.6,0.574,3.330518181818182,Reserva
Jakob Poeltl,2018,C,6.914634146341464,0.6951219512195121,4.7926829268292686,1.2195121951219512,0.47560975609756095,17.5,0.662,4.908709756097561,Reserva
Quincy Pondexter,2018,SF,1.9565217391304348,0.391304347826087,1.173913043478261,0.08695652173913043,0.34782608695652173,4.0,0.398,1.5050173913043479,Reserva
Otto Porter Jr.,2018,SF,14.727272727272727,2.038961038961039,6.3896103896103895,0.5324675324675324,1.5064935064935066,18.3,0.602,8.705200000000001,Reserva
Bobby Portis,2018,PF,13.205479452054794,1.6849315068493151,6.821917808219178,0.3150684931506849,0.684931506849315,19.7,0.548,8.435827397260272,Reserva
Kristaps PorziÅÄ£is,2018,PF,22.666666666666668,1.1875,6.583333333333333,2.3958333333333335,0.75,20.4,0.539,11.54515,Role Player
Dwight Powell,2018,C,8.49367088607595,1.1518987341772151,5.620253164556962,0.4050632911392405,0.8481012658227848,18.8,0.656,5.398875949367088,Reserva
Norman Powell,2018,SG,5.5,1.2714285714285714,1.7,0.22857142857142856,0.5285714285714286,8.5,0.492,3.1441999999999997,Reserva
Alex Poythress,2018,PF,1.04,0.08,0.68,0.04,0.12,7.8,0.5,1.684,Reserva
Taurean Prince,2018,SF,14.121951219512194,2.6097560975609757,4.7439024390243905,0.5121951219512195,1.0365853658536586,12.8,0.549,7.315143902439024,Reserva
Jacob Pullen,2018,PG,0.6666666666666666,0.0,0.0,0.0,0.0,-2.3,0.5,-0.1283333333333333,Reserva
Rodney Purvis,2018,SG,6.0,1.0625,1.6875,0.1875,0.1875,4.5,0.423,2.589175,Reserva
Zhou Qi,2018,C,1.2222222222222223,0.1111111111111111,1.2222222222222223,0.7777777777777778,0.1111111111111111,1.9,0.295,1.0103055555555556,Reserva
Tim Quarterman,2018,SG,1.3333333333333333,0.3333333333333333,1.0,0.0,0.0,2.9,0.515,0.9365,Reserva
Ivan Rabb,2018,PF,5.583333333333333,0.8888888888888888,4.388888888888889,0.3611111111111111,0.3333333333333333,16.6,0.599,5.172122222222222,Reserva
Julius Randle,2018,C,16.134146341463413,2.5609756097560976,7.975609756097561,0.5487804878048781,0.524390243902439,19.9,0.606,7.777007317073171,Reserva
Zach Randolph,2018,PF,14.525423728813559,2.152542372881356,6.728813559322034,0.1694915254237288,0.711864406779661,17.3,0.529,8.439425423728814,Reserva
Xavier Rathan-Mayes,2018,SG,5.8,3.6,1.0,0.6,1.2,0.9,0.315,2.8764999999999996,Reserva
J.J. Redick,2018,SG,17.114285714285714,3.0,2.5428571428571427,0.08571428571428572,0.5,15.9,0.614,7.774971428571428,Reserva
Davon Reed,2018,SG,3.0,0.6190476190476191,1.8571428571428572,0.09523809523809523,0.47619047619047616,4.8,0.388,1.7254666666666665,Reserva
Willie Reed,2018,C,4.642857142857143,0.23809523809523808,2.880952380952381,0.5238095238095238,0.21428571428571427,19.2,0.671,3.877359523809524,Reserva
Josh Richardson,2018,SF,12.901234567901234,2.8518518518518516,3.5185185185185186,0.9259259259259259,1.4938271604938271,13.6,0.551,6.91114938271605,Reserva
Malachi Richardson,2018,SG,3.423076923076923,0.5,1.3076923076923077,0.038461538461538464,0.38461538461538464,5.9,0.446,1.9603692307692306,Reserva
Austin Rivers,2018,SG,15.081967213114755,3.9672131147540983,2.377049180327869,0.26229508196721313,1.2131147540983607,12.6,0.526,7.101616393442622,Reserva
Andre Roberson,2018,SG,4.9743589743589745,1.1794871794871795,4.743589743589744,0.8974358974358975,1.1538461538461537,10.9,0.543,3.3457102564102565,Reserva
Devin Robinson,2018,SF,2.0,0.0,5.0,0.0,1.0,10.5,0.333,3.3083,Reserva
Glenn Robinson III,2018,SF,4.130434782608695,0.7391304347826086,1.608695652173913,0.043478260869565216,0.5652173913043478,10.8,0.529,3.294639130434783,Reserva
Rajon Rondo,2018,PG,8.261538461538462,8.2,4.046153846153846,0.15384615384615385,1.0769230769230769,15.3,0.522,7.282584615384615,Reserva
Derrick Rose,2018,PG,8.36,1.48,1.4,0.16,0.28,11.5,0.507,4.383699999999999,Reserva
Terrence Ross,2018,SG,8.708333333333334,1.5833333333333333,3.0416666666666665,0.4583333333333333,1.125,9.9,0.505,4.266750000000001,Reserva
Terry Rozier,2018,PG,11.25,2.9,4.7,0.2375,1.0,15.1,0.52,6.144499999999999,Reserva
Ricky Rubio,2018,PG,13.090909090909092,5.324675324675325,4.558441558441558,0.14285714285714285,1.5714285714285714,15.4,0.537,7.500063636363637,Reserva
D'Angelo Russell,2018,PG,15.479166666666666,5.1875,3.9375,0.3541666666666667,0.75,15.2,0.509,8.016316666666667,Reserva
Domantas Sabonis,2018,C,11.635135135135135,2.0405405405405403,7.72972972972973,0.43243243243243246,0.5405405405405406,17.5,0.567,6.532404054054053,Reserva
JaKarr Sampson,2018,SF,4.681818181818182,0.4090909090909091,3.5454545454545454,1.0,0.36363636363636365,13.9,0.585,4.3935,Reserva
Dario Å ariÄ,2018,PF,14.628205128205128,2.58974358974359,6.666666666666667,0.2564102564102564,0.6538461538461539,15.8,0.582,8.241020512820512,Reserva
TomÃ¡Å¡ SatoranskÃ½,2018,SG,7.178082191780822,3.9178082191780823,3.191780821917808,0.2054794520547945,0.7123287671232876,15.4,0.615,5.537253424657535,Reserva
Dennis SchrÃ¶der,2018,PG,19.417910447761194,6.223880597014926,3.1044776119402986,0.08955223880597014,1.0746268656716418,17.3,0.515,9.679335820895524,Reserva
Mike Scott,2018,PF,8.789473684210526,1.0526315789473684,3.25,0.13157894736842105,0.3026315789473684,13.6,0.599,5.430163157894737,Reserva
Thabo Sefolosha,2018,SF,8.210526315789474,0.868421052631579,4.2368421052631575,0.3157894736842105,1.368421052631579,15.8,0.591,5.908047368421053,Reserva
Wayne Selden,2018,SG,9.285714285714286,1.8857142857142857,1.6,0.14285714285714285,0.5142857142857142,11.8,0.551,4.806528571428571,Reserva
Ramon Sessions,2018,PG,4.857142857142857,2.75,1.3571428571428572,0.07142857142857142,0.5,11.2,0.479,3.9046857142857134,Reserva
Iman Shumpert,2018,SG,4.428571428571429,1.2142857142857142,2.9285714285714284,0.2857142857142857,0.6428571428571429,6.4,0.48,2.540142857142857,Reserva
Pascal Siakam,2018,PF,7.271604938271605,1.962962962962963,4.493827160493828,0.5185185185185185,0.7654320987654321,14.5,0.549,5.438541975308643,Reserva
Xavier Silas,2018,SG,0.0,0.0,1.0,0.0,0.5,-4.9,0.0,-0.735,Reserva
Ben Simmons,2018,PG,15.790123456790123,8.160493827160494,8.135802469135802,0.8641975308641975,1.728395061728395,20.0,0.557,9.859403703703704,Reserva
Jonathon Simmons,2018,SG,13.942028985507246,2.4782608695652173,3.463768115942029,0.2318840579710145,0.8405797101449275,12.7,0.555,6.313398550724637,Reserva
Kobi Simmons,2018,PG,6.125,2.125,1.5625,0.15625,0.5625,7.7,0.49,3.4789999999999996,Reserva
Kyle Singler,2018,SF,1.9166666666666667,0.16666666666666666,0.8333333333333334,0.0,0.08333333333333333,5.9,0.43,1.678,Reserva
Marcus Smart,2018,SG,10.185185185185185,4.796296296296297,3.5,0.42592592592592593,1.3148148148148149,10.8,0.479,5.8929,Reserva
Dennis Smith Jr.,2018,PG,15.18840579710145,5.188405797101449,3.7681159420289854,0.2608695652173913,1.0289855072463767,12.8,0.473,7.580343478260869,Reserva
Ish Smith,2018,PG,10.902439024390244,4.390243902439025,2.731707317073171,0.24390243902439024,0.7804878048780488,15.4,0.525,6.62469512195122,Reserva
J.R. Smith,2018,SG,8.275,1.7625,2.9375,0.1375,0.85,8.4,0.534,3.9990249999999996,Reserva
Jason Smith,2018,C,3.4242424242424243,0.42424242424242425,1.606060606060606,0.3939393939393939,0.09090909090909091,8.8,0.455,2.1679015151515153,Reserva
Josh Smith,2018,PF,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,3.5,0.25,1.0166666666666666,Reserva
Tony Snell,2018,SG,6.88,1.3066666666666666,1.88,0.37333333333333335,0.6266666666666667,8.5,0.578,3.510133333333333,Reserva
